project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Americold Blue Mound Expansion,TABS2025008337,Americold Logistics,"4900 Blue Mound Rd, Fort Worth, TX 76106",Tarrant,12/20/2024,6/30/2026,"$50,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Cold Storage Addition ,"205,243 ft 2",Americold Logistics,"10 Glenlake Parkway Suite 600 South Tower, Atlanta, Georgia 30328",(678) 428-7537,Stellar Group,"2900 Hartley Rd, Jacksonville, Florida 32257",(904) 899-9484,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008337,
Westbend Building D - Levels 7 and 9,TABS2025008305,Westbennd River Run Plaza,"1701 River Run, Fort Worth, TX 76107",Tarrant,1/13/2025,6/1/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","APPROX. 3,000SF OF CORE BUILDING FINISHES AND RESTROOM RENOVATIONS ON LEVEL 7 AND 9.","3,000 ft 2","River Run Plaza, LP","1701 River Run, Ste. 500, Fort Worth, Texas 76107",(817) 338-0711,Bennett Partners,"640 Taylor St. Ste. 2323, Fort Worth, Texas 76102",817-333-2872,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008305,
CORE-MARK HOLDING CO.,TABS2025008304,CORE-MARK HOLDING CO.,"15277 Heritage Parkw, Fort Worth, TX 76177",Tarrant,1/7/2025,1/22/2025,"$202,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",installation of industrial racking in warehouse ,"24,000 ft 2",William Mascharka,"91 Fairview Ave, Long Valley, New Jersey 07853",(908) 876-3001,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008304,
Basswood 3 SPEC Office,TABS2025008284,Basswood 3,"2733 Basswood Blvd, Fort Worth, TX 76131",Tarrant,1/20/2025,4/25/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Spec Office,"66,363 ft 2",EastGroup Properties,"6565 N MacArthur Blvd, Suite 255, Irving, Texas 75039",(972) 386-8700,Method Architecture,"3227 McKinney Ave, Suite 201, Dallas, Texas 75204",(210) 744-5976,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008284,
Forte Junior HS Additions and Renovations,TABS2025008242,Forte Junior HS,"479 Sandy Beach Road, Azle, TX 76020",Tarrant,5/26/2025,8/28/2026,"$13,000,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Adding 3 small additions, renovating science labs and a few small spaces within school","14,000 ft 2",Azle Independent School District,"300 Roe Street, Azle, Texas 76020",817-444-3235,"VLK Architects, Inc.","1320 Hemphill St Suite 400, Fort Worth, Texas 76104",(817) 633-1600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008242,
Retail Buildings for Market at Gateway,TABS2025008241,Retail Buildings for Market at Gateway,"209 N Industrial Boulevard, Bedford, TX 76021",Tarrant,2/3/2025,9/1/2025,"$4,000,000",New Construction,"This project is privately funded, on private land for private use.",New retail shell buildings,"21,283 ft 2",StreetLevel Investments,"5950 Berkshire Lane, Suite 700 Suite 230, Dallas, Texas 75225",(214) 545-6964,"Nelson + Morgan Architects, Inc.","2717 Wind River Lane Suite 230, Denton, Texas 76210",(940) 566-0266,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008241,
I Love My Look Aesthetics,TABS2025008222,Legacy at Viridian,"4060 N collins st suite 180, Arlington, TX 76005",Tarrant,1/30/2025,3/30/2025,"$150,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Addition of a medical Spa,"2,276 ft 2","Legacy at Viridian, LLC","2500 NE Green Oaks Blvd, ste 200, Arlington, Texas 76006",(817) 395-0111,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008222,
Japanese One Restaurant,TABS2025008218,Japanese One Restaurant,"9821 North Freeway Suite 112, Fort Worth, TX 76177",Tarrant,2/1/2025,6/1/2025,"$190,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior tenant finish,"3,900 ft 2",Chol Won Lee,"9821 North Freeway  Suite 112, Fort Worth, Texas 76177",702-600-9615,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008218,
Trailer Maintenance Shop,TABS2025008202,Dillard's Distribution Center,"4501 N Beach Street, Fort Worth, TX 76137",Tarrant,2/1/2025,8/1/2025,"$86,500,000",New Construction,"This project is privately funded, on private land for private use.",New trailer maintenance shop.,"5,000 ft 2",Fort Worth Carriers,"PO Box161190, Fort Worth, Texas 76161",(817) 817-5256,Architecture+,"300 Washington St., Ste.400, Monroe, Louisiana 71201",1-318-387-2800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008202,
7 WASH & DRY,TABS2025008195,7 WASH & DRY,"3200 E PARK ROW DR, Arlington, TX 76010",Tarrant,3/1/2025,12/31/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"3,500 ft 2",KCS PARK ROW LLC,"6617 AUTUMN TRAIL, THE COLONY, Texas 75056",(972) 746-1461,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008195,
